Id,SBQQ__Contract__r.ContractNumber,SBQQ__Product__r.Name,Is_Subscription_Valid_Text__c
a6SDo000000kBqQMAU,7021053,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDTMA2,7021054,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHaMAM,7021054,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqRMAU,7021054,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBPMA2,7021055,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqSMAU,7021055,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHbMAM,7021056,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqUMAU,7021056,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBQMA2,7021057,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqWMAU,7021057,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJhMAM,7021058,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqaMAE,7021058,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHdMAM,7021059,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqbMAE,7021059,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJiMAM,7021060,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqeMAE,7021060,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDYMA2,7021061,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqkMAE,7021061,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJkMAM,7021062,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqmMAE,7021062,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHgMAM,7021063,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqnMAE,7021063,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDZMA2,7021064,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqoMAE,7021064,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBWMA2,7021065,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBqtMAE,7021065,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHkMAM,7021066,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr3MAE,7021066,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJqMAM,7021067,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBaMAM,7021067,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBr9MAE,7021067,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBbMAM,7021068,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrCMAU,7021068,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJuMAM,7021069,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrNMAU,7021069,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBJxMAM,7021071,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrXMAU,7021071,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHvMAM,7021073,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrdMAE,7021073,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBlMAM,7021074,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDpMAM,7021074,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrhMAE,7021074,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDqMAM,7021075,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBHxMAM,7021075,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBrjMAE,7021075,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI3MAM,7021079,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjfMAE,7021079,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBK8MAM,7021080,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjiMAE,7021080,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI5MAM,7021083,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBK9MAM,7021083,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjmMAE,7021083,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBuMAM,7021084,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDyMAM,7021084,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjnMAE,7021084,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBDzMAM,7021085,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBjqMAE,7021085,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE0MAM,7021087,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBs2MAE,7021087,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE2MAM,7021088,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBI9MAM,7021088,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBs7MAE,7021088,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBBzMAM,7021089,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE3MAM,7021089,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsBMAU,7021089,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIBMA2,7021090,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsDMAU,7021090,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBC1MAM,7021091,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsJMAU,7021091,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBE6MAM,7021092,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsMMAU,7021092,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIEMA2,7021093,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsPMAU,7021093,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBC4MAM,7021094,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsVMAU,7021094,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIGMA2,7021095,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKKMA2,7021095,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsWMAU,7021095,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBC6MAM,7021096,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsbMAE,7021096,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEBMA2,7021097,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsdMAE,7021097,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEDMA2,7021098,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBskMAE,7021098,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBC9MAM,7021099,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBslMAE,7021099,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKPMA2,7021100,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsmMAE,7021100,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKQMA2,7021101,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBspMAE,7021101,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBIMMA2,7021102,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsqMAE,7021102,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEHMA2,7021103,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBsyMAE,7021103,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBKUMA2,7021104,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBt3MAE,7021104,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBOpMAM,7021105,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBtkMAE,7021105,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBOqMAM,7021106,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBtoMAE,7021106,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBOtMAM,7021107,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBu0MAE,7021107,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBMqMAM,7021108,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBSzMAM,7021108,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBu5MAE,7021108,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBT0MAM,7021109,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBhdMAE,7021109,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBT1MAM,7021110,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBhhMAE,7021110,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBMtMAM,7021111,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBhlMAE,7021111,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEfMAM,7021112,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBhoMAE,7021112,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBP0MAM,7021113,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBu8MAE,7021113,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBP2MAM,7021114,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuFMAU,7021114,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBT7MAM,7021115,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuGMAU,7021115,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBMzMAM,7021116,IMS Private Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBT8MAM,7021116,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuJMAU,7021116,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBElMAM,7021117,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuOMAU,7021117,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBP6MAM,7021118,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuTMAU,7021118,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEoMAM,7021119,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuZMAU,7021119,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBTEMA2,7021120,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBueMAE,7021120,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBN5MAM,7021121,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBufMAE,7021121,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBPAMA2,7021122,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBuhMAE,7021122,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBErMAM,7021123,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBukMAE,7021123,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBPBMA2,7021124,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBulMAE,7021124,IMS Seats,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBEsMAM,7021125,IMS Public Projects,001-Component:missing Required by or Required by Product<br>
a6SDo000000kBunMAE,7021125,IMS Seats,001-Component:missing Required by or Required by Product<br>
